ORIGIN,DEST,UNIQUE_CARRIER,DAY_OF_WEEK,DEP_HOUR,ARR_DELAY
LAX,DEN,F9,1,10,0.0
ATL,DFW,DL,5,16,0.0
PHX,ATL,WN,6,18,0.0
PHX,DFW,US,4,7,0.0
ATL,DFW,DL,5,7,2.0
PHX,LAS,US,1,21,3.0
DEN,PHX,WN,4,8,0.0
IAH,SFO,UA,6,12,0.0
PHX,LAS,WN,4,6,0.0
DFW,LAX,AA,6,21,0.0
IAH,SFO,UA,6,14,0.0
ORD,LAX,UA,1,7,0.0
ATL,LAX,WN,2,13,0.0
DFW,ATL,DL,5,5,0.0
ORD,SFO,UA,4,18,4.0
PHX,SFO,WN,7,21,0.0
SFO,PHX,UA,7,21,0.0
ORD,LAX,AA,1,7,0.0
DFW,BOS,AA,4,12,0.0
DEN,DFW,AA,7,10,1.0
ATL,SFO,DL,7,8,0.0
DEN,IAH,UA,2,7,0.0
ORD,BOS,UA,6,19,0.0
LAX,SFO,UA,7,6,0.0
LAX,IAH,UA,2,18,0.0
SFO,DEN,F9,1,6,0.0
ATL,DEN,DL,5,9,0.0
DFW,ATL,DL,7,16,0.0
DEN,SFO,UA,7,18,0.0
LAX,IAH,UA,5,10,1.0
LAS,SFO,OO,1,9,0.0
ORD,DFW,AA,5,9,0.0
IAH,DEN,F9,4,12,0.0
LAX,PHX,OO,5,11,0.0
LAS,IAH,UA,4,14,0.0
SFO,LAS,UA,3,8,0.0
BOS,ATL,DL,2,12,0.0
ATL,BOS,DL,2,13,0.0
LAS,LAX,AA,5,20,0.0
LAX,SFO,UA,3,22,0.0
PHX,DEN,F9,4,17,0.0
PHX,LAX,AA,4,13,0.0
LAX,DFW,AA,6,8,0.0
LAX,IAH,UA,3,13,0.0
BOS,LAX,AA,7,19,0.0
DFW,ORD,OO,5,19,0.0
DEN,ATL,WN,3,19,0.0
IAH,ORD,UA,6,19,0.0
BOS,LAX,AA,7,9,0.0
LAX,DEN,WN,7,19,0.0
BOS,DFW,B6,7,7,4.0
ORD,BOS,B6,3,10,0.0
DFW,DEN,AA,7,12,0.0
IAH,LAS,UA,4,11,0.0
ATL,LAS,DL,2,20,0.0
LAX,LAS,WN,5,7,0.0
DEN,LAS,UA,4,8,0.0
IAH,SFO,UA,3,16,0.0
LAS,ATL,DL,1,6,0.0
LAS,ORD,AA,5,15,0.0
LAS,SFO,WN,6,22,0.0
LAX,PHX,US,4,12,0.0
IAH,SFO,UA,2,12,0.0
SFO,LAX,WN,2,21,0.0
DFW,ORD,AA,7,16,0.0
LAX,LAS,OO,3,14,0.0
BOS,IAH,UA,7,12,0.0
SFO,LAX,UA,7,7,0.0
LAS,ORD,UA,1,10,0.0
ATL,PHX,US,7,7,0.0
BOS,LAS,B6,1,19,0.0
LAS,PHX,WN,4,16,4.0
DFW,LAS,AA,4,16,0.0
DFW,PHX,AA,4,17,0.0
ORD,ATL,DL,3,15,0.0
DEN,ORD,UA,6,9,0.0
LAS,ATL,DL,5,8,0.0
ORD,DEN,UA,1,8,0.0
DEN,ORD,UA,2,8,1.0
IAH,ORD,UA,7,8,0.0
LAX,SFO,OO,7,13,0.0
LAX,LAS,UA,3,13,0.0
LAX,SFO,UA,2,6,0.0
ATL,DEN,DL,3,18,0.0
DFW,LAS,AA,6,12,0.0
ATL,IAH,DL,5,13,0.0
IAH,ATL,DL,5,11,0.0
LAX,ORD,UA,4,11,0.0
LAS,PHX,US,1,16,0.0
LAX,LAS,DL,7,11,0.0
PHX,LAS,WN,3,19,0.0
LAX,LAS,AA,6,13,0.0
LAX,SFO,DL,6,18,0.0
SFO,BOS,UA,4,22,0.0
IAH,DFW,EV,6,10,0.0
IAH,LAS,F9,2,20,0.0
LAS,DEN,UA,4,8,0.0
DEN,ATL,WN,7,19,0.0
DEN,SFO,F9,1,12,0.0
ORD,IAH,UA,1,11,0.0
DFW,DEN,AA,3,9,0.0
SFO,DEN,UA,5,13,0.0
LAS,DEN,WN,1,5,0.0
ATL,DEN,UA,4,8,0.0
DEN,ATL,DL,4,17,0.0
ORD,ATL,DL,4,19,0.0
LAS,LAX,OO,1,16,0.0
LAX,ORD,UA,2,10,0.0
IAH,SFO,UA,5,10,0.0
ATL,ORD,DL,5,13,0.0
LAX,LAS,OO,2,9,0.0
SFO,LAX,AA,3,21,0.0
SFO,LAX,UA,6,15,0.0
SFO,LAS,F9,2,18,0.0
PHX,DFW,AA,6,7,0.0
ATL,ORD,EV,7,10,0.0
LAX,DEN,UA,1,19,0.0
SFO,LAS,WN,4,14,0.0
DEN,PHX,WN,2,18,0.0
ATL,DFW,AA,2,15,0.0
DFW,ATL,AA,4,15,0.0
PHX,LAX,WN,5,15,1.0
PHX,BOS,US,3,12,0.0
ATL,PHX,DL,4,16,0.0
DEN,BOS,WN,3,10,0.0
PHX,SFO,OO,3,5,2.0
DEN,LAS,F9,2,18,0.0
DFW,LAX,AA,3,22,3.0
PHX,ATL,US,3,12,0.0
DEN,ATL,UA,5,12,0.0
ORD,LAS,AA,1,14,0.0
SFO,DEN,UA,4,12,4.0
SFO,ATL,DL,1,16,0.0
SFO,LAX,OO,7,15,0.0
IAH,SFO,UA,6,17,1.0
ATL,ORD,UA,7,5,0.0
DEN,PHX,UA,1,8,0.0
ATL,ORD,DL,4,17,0.0
IAH,LAX,UA,1,13,0.0
SFO,ATL,DL,6,8,0.0
IAH,LAS,UA,2,15,0.0
IAH,ATL,EV,3,10,0.0
LAX,SFO,DL,4,11,0.0
LAX,ATL,WN,5,8,0.0
DFW,BOS,AA,4,6,0.0
PHX,BOS,AA,1,15,2.0
LAS,BOS,B6,5,13,0.0
DEN,LAX,UA,4,17,0.0
PHX,LAX,OO,2,18,0.0
DFW,DEN,UA,5,6,0.0
PHX,LAX,OO,7,17,0.0
ORD,ATL,AA,6,18,0.0
DFW,LAX,OO,7,17,0.0
DEN,LAS,WN,6,20,0.0
IAH,LAX,UA,5,10,0.0
LAS,DEN,F9,7,20,0.0
IAH,ATL,DL,6,6,0.0
PHX,DEN,WN,6,9,0.0
SFO,DFW,AA,7,16,0.0
ATL,DFW,DL,1,8,0.0
IAH,DEN,F9,1,6,0.0
SFO,LAS,B6,3,7,0.0
LAS,ORD,UA,6,10,0.0
ORD,BOS,B6,6,13,0.0
LAX,PHX,US,3,14,0.0
IAH,ORD,UA,4,15,0.0
LAS,IAH,UA,7,5,0.0
LAS,LAX,OO,2,17,0.0
LAS,ORD,UA,1,6,3.0
DFW,DEN,AA,1,11,0.0
SFO,LAS,WN,3,20,0.0
PHX,ORD,F9,3,12,0.0
ATL,PHX,DL,7,11,0.0
IAH,ATL,UA,1,15,0.0
SFO,DEN,WN,1,18,0.0
LAS,LAX,AA,1,15,0.0
ORD,LAX,AA,5,12,0.0
BOS,ORD,AA,5,10,0.0
DFW,IAH,AA,2,18,0.0
SFO,ORD,UA,3,6,0.0
SFO,ORD,UA,2,17,0.0
ATL,LAS,DL,3,8,0.0
DFW,DEN,AA,2,10,0.0
IAH,DEN,UA,4,11,0.0
ORD,SFO,AA,3,14,0.0
DFW,IAH,AA,1,14,0.0
ORD,DEN,UA,7,8,3.0
ORD,ATL,DL,5,19,3.0
ORD,PHX,F9,7,8,0.0
IAH,DEN,F9,3,18,0.0
ORD,DFW,AA,4,19,0.0
LAX,PHX,OO,4,7,2.0
LAX,PHX,US,6,7,0.0
PHX,SFO,UA,7,11,0.0
SFO,LAX,DL,2,7,0.0
LAX,LAS,WN,4,11,0.0
DFW,DEN,AA,1,10,0.0
BOS,LAX,B6,5,8,0.0
SFO,LAX,UA,6,22,0.0
LAX,ORD,UA,6,13,0.0
ORD,DEN,AA,1,7,0.0
ORD,SFO,UA,5,15,0.0
LAS,DEN,WN,1,12,2.0
ORD,LAX,AA,7,7,0.0
LAX,ATL,DL,3,10,0.0
IAH,DEN,UA,6,12,0.0
ORD,ATL,DL,3,7,0.0
LAS,PHX,US,3,19,0.0
ORD,IAH,UA,4,8,0.0
DFW,DEN,F9,6,6,0.0
SFO,BOS,B6,3,7,0.0
ORD,DEN,AA,7,10,0.0
DEN,LAS,WN,1,17,0.0
SFO,LAS,WN,6,13,0.0
BOS,SFO,UA,7,10,0.0
LAS,PHX,WN,4,8,0.0
LAX,DFW,AA,7,12,0.0
SFO,LAS,B6,4,18,0.0
LAS,DEN,WN,2,12,0.0
ORD,SFO,UA,5,6,2.0
ORD,SFO,UA,7,21,0.0
DEN,ORD,UA,3,15,0.0
SFO,DEN,UA,3,5,0.0
PHX,DEN,F9,5,7,0.0
BOS,ATL,DL,5,16,0.0
LAX,ATL,DL,3,10,0.0
ATL,BOS,DL,3,15,0.0
LAS,DFW,AA,6,13,0.0
DEN,ATL,DL,4,7,0.0
ORD,LAX,UA,5,6,0.0
LAX,IAH,UA,1,12,0.0
LAS,ATL,DL,2,15,0.0
PHX,DFW,AA,3,11,0.0
ATL,ORD,DL,6,9,0.0
LAX,ORD,UA,6,23,0.0
ORD,PHX,AA,7,14,0.0
ATL,PHX,DL,5,13,0.0
SFO,DEN,UA,7,13,0.0
LAX,LAS,UA,4,6,3.0
ORD,DFW,AA,1,14,1.0
LAX,DFW,AA,3,9,0.0
PHX,DFW,AA,3,13,0.0
IAH,ORD,UA,1,6,0.0
PHX,LAX,WN,7,18,2.0
IAH,ATL,DL,7,7,1.0
PHX,DEN,WN,6,15,0.0
LAS,IAH,UA,7,0,0.0
DFW,DEN,AA,1,14,0.0
DFW,ORD,OO,5,14,0.0
LAX,DFW,AA,5,16,0.0
LAX,DEN,F9,2,17,0.0
BOS,ATL,DL,6,13,0.0
SFO,LAX,UA,4,7,0.0
IAH,SFO,UA,5,17,3.0
DEN,PHX,US,3,18,2.0
LAS,ORD,AA,7,6,0.0
ATL,SFO,DL,5,21,0.0
SFO,LAX,UA,3,11,0.0
DEN,SFO,UA,2,6,0.0
IAH,DEN,UA,7,16,0.0
BOS,ATL,DL,5,18,4.0
DEN,SFO,F9,1,6,0.0
DEN,ATL,OO,5,8,1.0
LAX,PHX,OO,6,7,0.0
IAH,ORD,UA,6,14,0.0
LAX,LAS,WN,2,6,0.0
ATL,LAS,DL,3,21,0.0
ATL,LAX,DL,6,17,0.0
PHX,DEN,WN,7,16,0.0
ATL,PHX,DL,5,11,0.0
SFO,DEN,WN,6,6,0.0
IAH,ORD,UA,5,21,0.0
DFW,PHX,AA,2,19,2.0
PHX,ATL,US,5,9,2.0
DFW,IAH,AA,3,13,3.0
DFW,LAS,AA,3,13,0.0
DFW,DEN,AA,3,15,0.0
LAX,IAH,UA,7,13,0.0
DFW,ORD,OO,7,12,0.0
DEN,ORD,UA,5,8,0.0
DEN,DFW,AA,1,11,1.0
PHX,SFO,OO,7,17,0.0
LAS,SFO,UA,3,16,2.0
SFO,BOS,B6,5,23,0.0
DEN,LAS,WN,7,8,0.0
ATL,ORD,AA,7,8,4.0
ATL,PHX,WN,5,22,0.0
DEN,DFW,F9,6,16,3.0
LAX,DFW,OO,6,13,3.0
LAX,DFW,AA,4,14,0.0
ATL,DEN,DL,5,13,0.0
SFO,PHX,US,4,15,0.0
LAX,LAS,UA,1,13,0.0
PHX,ATL,DL,7,10,4.0
LAS,BOS,B6,4,9,0.0
LAX,IAH,UA,4,20,0.0
BOS,DFW,AA,2,17,0.0
SFO,LAX,UA,5,14,0.0
DFW,LAX,AA,5,10,0.0
IAH,DEN,UA,7,17,0.0
SFO,DEN,UA,6,10,0.0
LAX,DEN,WN,4,8,0.0
LAS,LAX,UA,1,6,0.0
ATL,LAX,DL,7,12,0.0
BOS,DFW,AA,5,11,0.0
IAH,BOS,UA,6,10,0.0
SFO,ORD,UA,4,0,0.0
ORD,SFO,UA,4,10,0.0
IAH,SFO,UA,7,13,0.0
LAS,IAH,UA,3,11,0.0
LAX,SFO,UA,7,22,0.0
SFO,LAX,UA,3,19,1.0
LAX,PHX,WN,4,6,0.0
LAX,ATL,WN,2,6,0.0
ATL,LAX,AA,6,18,0.0
LAS,ATL,DL,6,11,0.0
LAS,DEN,UA,3,18,0.0
LAS,SFO,UA,5,9,0.0
ORD,ATL,DL,4,15,0.0
SFO,IAH,UA,5,12,4.0
DEN,BOS,B6,4,12,0.0
SFO,LAX,UA,5,19,0.0
ATL,DFW,DL,4,9,0.0
ATL,BOS,WN,7,8,0.0
DFW,LAX,AA,4,10,0.0
SFO,IAH,UA,3,6,0.0
ORD,BOS,AA,4,6,0.0
ORD,BOS,UA,1,11,0.0
DFW,LAS,AA,5,12,0.0
DFW,ORD,AA,3,8,0.0
DEN,DFW,AA,6,6,0.0
DFW,SFO,AA,5,13,0.0
PHX,ATL,WN,3,6,0.0
SFO,IAH,UA,1,12,4.0
SFO,LAX,DL,3,15,0.0
DEN,PHX,F9,4,10,0.0
PHX,IAH,UA,1,15,0.0
LAS,SFO,WN,5,6,0.0
SFO,DEN,UA,2,14,1.0
DEN,LAS,WN,4,7,0.0
ATL,SFO,DL,1,14,0.0
PHX,DFW,AA,5,18,0.0
ORD,IAH,UA,6,11,0.0
DEN,IAH,UA,4,11,0.0
LAX,DEN,WN,7,5,0.0
LAX,LAS,AA,2,16,0.0
DFW,IAH,AA,7,15,0.0
DFW,ORD,AA,6,5,0.0
ORD,SFO,UA,4,18,0.0
PHX,SFO,AA,1,7,0.0
LAS,LAX,WN,5,8,0.0
IAH,DEN,UA,4,10,0.0
LAS,PHX,WN,1,8,0.0
LAX,ATL,DL,1,8,0.0
LAX,IAH,UA,4,14,0.0
ORD,DFW,OO,1,16,0.0
SFO,IAH,UA,2,0,0.0
IAH,ATL,DL,1,13,0.0
IAH,ORD,UA,6,7,0.0
ATL,IAH,DL,2,9,0.0
ORD,ATL,OO,1,14,0.0
DFW,PHX,US,3,18,0.0
LAX,SFO,UA,2,14,3.0
DFW,LAS,AA,3,14,0.0
PHX,BOS,B6,7,21,0.0
IAH,DFW,OO,6,18,0.0
DFW,SFO,AA,6,17,0.0
ATL,ORD,OO,1,13,0.0
BOS,ATL,WN,5,5,3.0
BOS,ATL,DL,2,13,0.0
ORD,ATL,DL,7,12,0.0
LAS,DFW,AA,7,8,0.0
ORD,PHX,AA,1,19,1.0
PHX,ATL,DL,3,10,0.0
DEN,LAX,F9,7,8,0.0
BOS,ORD,AA,5,9,0.0
DEN,IAH,F9,2,7,0.0
SFO,PHX,US,7,6,0.0
IAH,BOS,UA,2,16,0.0
ATL,BOS,DL,6,21,0.0
DEN,DFW,AA,6,5,0.0
LAS,LAX,AA,6,13,0.0
LAX,LAS,WN,5,14,0.0
SFO,ORD,F9,2,22,0.0
DEN,LAS,F9,4,21,0.0
DFW,LAX,AA,3,21,0.0
IAH,LAS,UA,3,7,0.0
ATL,PHX,WN,5,15,0.0
BOS,ORD,UA,3,6,0.0
LAX,ORD,AA,6,8,0.0
BOS,ATL,WN,7,5,0.0
IAH,ATL,EV,3,6,0.0
PHX,LAX,OO,6,17,0.0
LAS,DEN,UA,1,6,0.0
LAX,PHX,US,3,7,0.0
ORD,PHX,AA,5,11,0.0
ORD,DFW,AA,7,16,0.0
PHX,DEN,WN,3,12,0.0
DFW,PHX,AA,4,18,0.0
BOS,ORD,UA,4,8,0.0
DEN,DFW,AA,2,17,0.0
PHX,LAX,US,7,17,0.0
IAH,PHX,AA,1,6,0.0
LAS,LAX,DL,1,6,0.0
PHX,BOS,US,3,15,0.0
DEN,SFO,WN,4,8,0.0
SFO,ORD,UA,4,22,0.0
LAX,ORD,UA,7,6,0.0
DEN,LAX,UA,3,14,0.0
ORD,LAX,UA,4,12,0.0
ATL,DFW,DL,1,10,0.0
SFO,DFW,AA,6,10,0.0
BOS,ORD,AA,7,14,0.0
PHX,LAS,WN,3,16,0.0
LAS,DEN,F9,1,9,0.0
ATL,IAH,OO,3,19,0.0
LAS,ATL,DL,2,15,0.0
BOS,LAX,AA,4,10,0.0
DEN,LAX,WN,4,8,0.0
PHX,DFW,US,5,15,2.0
LAX,ORD,AA,2,9,0.0
LAX,LAS,AA,2,18,0.0
BOS,LAX,B6,3,7,0.0
SFO,LAX,WN,3,6,0.0
DFW,SFO,AA,4,7,0.0
LAX,PHX,WN,3,12,0.0
IAH,DFW,AA,1,14,0.0
PHX,SFO,UA,2,7,0.0
LAX,SFO,WN,7,7,0.0
IAH,PHX,UA,5,9,0.0
LAX,ORD,UA,5,6,0.0
LAX,BOS,AA,2,7,0.0
DFW,DEN,AA,4,18,0.0
LAS,DEN,F9,7,6,0.0
ATL,DEN,DL,7,8,0.0
LAS,PHX,WN,3,21,0.0
PHX,LAS,AA,2,7,0.0
SFO,LAS,WN,2,15,3.0
ORD,PHX,F9,3,21,0.0
SFO,DEN,UA,4,16,2.0
DEN,LAS,WN,6,11,1.0
PHX,BOS,US,5,8,0.0
PHX,LAX,OO,5,19,0.0
PHX,SFO,OO,4,17,1.0
ORD,DEN,F9,3,8,4.0
DFW,LAX,AA,6,15,0.0
LAX,DEN,UA,6,16,0.0
PHX,ORD,AA,6,8,0.0
ORD,LAX,AA,6,20,0.0
DEN,PHX,UA,7,8,0.0
LAX,ATL,DL,7,6,0.0
LAS,PHX,AA,5,21,0.0
LAS,SFO,WN,4,6,1.0
DFW,BOS,AA,5,20,0.0
ORD,ATL,OO,5,10,0.0
DFW,LAX,AA,1,17,0.0
SFO,LAS,WN,6,6,0.0
ORD,SFO,AA,4,20,0.0
IAH,DEN,F9,4,19,0.0
LAS,IAH,UA,4,9,0.0
DFW,PHX,AA,4,19,0.0
DEN,PHX,F9,1,14,2.0
PHX,ATL,DL,2,7,3.0
DEN,ATL,DL,4,8,0.0
LAX,LAS,OO,6,8,1.0
BOS,ATL,DL,7,17,0.0
SFO,BOS,UA,7,6,0.0
LAX,BOS,AA,6,21,0.0
LAS,PHX,WN,3,10,0.0
LAX,SFO,UA,1,10,0.0
PHX,LAS,US,4,10,0.0
IAH,PHX,UA,6,9,0.0
IAH,LAS,UA,6,7,4.0
LAX,LAS,DL,3,12,0.0
LAS,ORD,AA,2,9,0.0
LAX,LAS,AA,6,13,0.0
SFO,ATL,DL,7,23,0.0
PHX,SFO,UA,6,18,0.0
DFW,IAH,EV,4,10,0.0
IAH,SFO,UA,1,14,2.0
LAS,IAH,UA,4,0,0.0
IAH,DEN,F9,2,19,0.0
ORD,PHX,US,5,14,0.0
ATL,IAH,EV,3,19,0.0
DEN,ATL,DL,5,10,3.0
LAX,SFO,OO,6,6,0.0
LAX,DFW,AA,6,11,0.0
ATL,SFO,UA,5,18,0.0
PHX,DEN,WN,3,6,0.0
DFW,ATL,DL,6,11,0.0
SFO,ORD,AA,7,11,0.0
DEN,DFW,F9,2,10,0.0
SFO,ATL,WN,6,8,0.0
IAH,ATL,DL,5,18,0.0
PHX,DEN,WN,7,16,2.0
IAH,DFW,AA,7,6,0.0
LAX,SFO,UA,5,6,0.0
DFW,IAH,OO,6,19,1.0
LAS,BOS,B6,4,23,4.0
DFW,SFO,AA,5,11,0.0
LAX,IAH,UA,4,7,0.0
DFW,ORD,UA,1,7,0.0
ORD,BOS,AA,6,17,0.0
LAX,LAS,AA,5,22,4.0
PHX,ORD,UA,4,6,0.0
DEN,ATL,WN,7,11,3.0
LAX,ORD,AA,3,9,1.0
LAS,DEN,F9,2,13,0.0
DEN,LAS,WN,6,20,0.0
DFW,ATL,DL,6,18,0.0
SFO,LAX,UA,5,8,0.0
SFO,IAH,UA,2,12,0.0
LAS,ATL,DL,5,8,0.0
DEN,LAS,WN,7,20,0.0
BOS,SFO,B6,3,16,0.0
LAS,DEN,UA,2,15,4.0
SFO,ATL,DL,5,22,0.0
DEN,ATL,DL,6,0,0.0
ATL,DFW,AA,4,16,0.0
ORD,LAX,UA,3,12,3.0
LAX,DEN,WN,1,6,0.0
ATL,ORD,UA,1,7,1.0
LAX,SFO,UA,3,15,0.0
ATL,LAX,AA,4,18,0.0
ATL,SFO,DL,5,16,0.0
LAX,BOS,DL,1,14,0.0
DEN,ORD,UA,2,19,0.0
LAS,LAX,DL,5,18,2.0
LAX,LAS,DL,5,7,0.0
DEN,ATL,DL,1,17,0.0
LAS,ATL,DL,4,7,0.0
ORD,BOS,AA,6,13,0.0
SFO,IAH,UA,7,6,0.0
DFW,ORD,AA,5,20,0.0
ORD,SFO,UA,5,15,2.0
DFW,ORD,AA,1,5,0.0
ORD,BOS,AA,1,15,0.0
SFO,LAS,UA,5,21,2.0
ORD,DFW,UA,4,6,0.0
DFW,LAS,AA,2,9,2.0
SFO,DFW,UA,4,8,0.0
LAS,DFW,AA,3,7,0.0
DFW,DEN,AA,3,18,0.0
SFO,IAH,UA,4,12,0.0
LAX,PHX,AA,2,12,0.0
SFO,ATL,DL,2,12,0.0
BOS,SFO,B6,6,16,0.0
ORD,BOS,AA,2,21,0.0
IAH,LAS,UA,7,10,0.0
SFO,LAX,UA,4,19,0.0
LAX,DFW,OO,6,7,0.0
LAX,LAS,UA,3,13,0.0
DFW,LAX,AA,3,13,0.0
BOS,DEN,B6,2,19,0.0
DEN,IAH,UA,4,10,0.0
LAX,PHX,DL,3,19,0.0
ATL,DFW,DL,4,13,0.0
BOS,ATL,DL,4,14,0.0
LAX,ORD,UA,5,22,0.0
IAH,LAS,UA,4,12,0.0
ATL,DFW,AA,6,10,0.0
BOS,LAS,B6,4,18,0.0
SFO,LAX,WN,5,20,0.0
DEN,ORD,AA,6,18,0.0
SFO,DFW,AA,2,15,1.0
DEN,ATL,DL,7,1,0.0
ATL,LAS,DL,3,17,0.0
BOS,DFW,AA,2,8,0.0
ATL,DEN,DL,6,19,2.0
DEN,BOS,B6,7,11,0.0
SFO,ORD,UA,4,7,0.0
PHX,DFW,AA,6,21,0.0
SFO,LAS,UA,1,6,0.0
BOS,LAX,B6,6,17,0.0
LAX,PHX,US,6,10,0.0
BOS,SFO,B6,5,8,2.0
IAH,BOS,UA,3,13,0.0
LAX,PHX,WN,6,7,0.0
DEN,LAX,UA,6,6,0.0
IAH,SFO,UA,3,9,0.0
SFO,LAS,UA,6,12,0.0
DFW,LAS,AA,7,16,1.0
ATL,ORD,DL,2,10,0.0
DFW,DEN,AA,1,15,0.0
LAS,ATL,WN,3,8,0.0
ATL,DEN,DL,7,9,0.0
LAX,SFO,AA,5,10,0.0
PHX,LAX,WN,7,20,0.0
DEN,ATL,DL,3,0,0.0
ORD,SFO,AA,4,17,0.0
SFO,LAS,WN,6,9,0.0
LAX,ATL,WN,5,10,0.0
SFO,ATL,UA,5,10,0.0
SFO,BOS,UA,1,6,0.0
IAH,ATL,DL,1,18,0.0
BOS,SFO,UA,5,8,0.0
ORD,DFW,AA,6,17,0.0
LAX,PHX,AA,2,12,0.0
ORD,LAX,UA,3,8,0.0
ATL,DEN,DL,6,15,0.0
ORD,DFW,AA,1,6,0.0
LAX,DFW,AA,1,12,0.0
LAX,PHX,WN,4,11,0.0
DEN,PHX,WN,5,8,0.0
ATL,ORD,DL,3,7,0.0
IAH,ORD,UA,4,19,0.0
DEN,ORD,UA,6,6,2.0
ATL,PHX,DL,3,11,0.0
DEN,ATL,WN,7,8,0.0
ORD,DFW,UA,1,12,0.0
IAH,BOS,UA,4,9,0.0
DFW,ORD,AA,1,7,0.0
DFW,DEN,AA,2,7,0.0
DFW,LAX,AA,2,10,0.0
LAX,ATL,DL,3,0,0.0
DEN,ORD,UA,7,13,0.0
PHX,SFO,AA,6,11,0.0
LAX,SFO,UA,1,8,0.0
ORD,BOS,AA,4,17,0.0
ATL,LAX,WN,2,18,0.0
ORD,ATL,DL,7,11,0.0
LAX,IAH,UA,5,23,0.0
IAH,LAX,UA,5,8,0.0
DFW,PHX,US,1,18,4.0
ORD,SFO,UA,2,15,0.0
DEN,LAS,WN,7,17,0.0
IAH,ATL,OO,4,10,0.0
DEN,LAS,WN,4,7,0.0
ORD,DEN,UA,5,10,0.0
BOS,LAX,B6,5,19,0.0
LAX,LAS,WN,5,12,0.0
SFO,LAS,WN,2,6,0.0
LAX,LAS,WN,4,7,0.0
PHX,DEN,F9,4,16,3.0
DEN,ATL,DL,3,14,0.0
SFO,PHX,AA,4,17,0.0
ATL,DFW,AA,7,9,0.0
ATL,LAS,DL,4,11,0.0
DEN,LAX,UA,5,11,0.0
DEN,LAX,UA,7,14,0.0
PHX,LAX,WN,5,13,0.0
BOS,ORD,UA,3,10,0.0
LAX,LAS,WN,3,18,0.0
LAS,SFO,B6,3,7,0.0
PHX,SFO,OO,1,19,0.0
BOS,SFO,UA,4,14,0.0
ORD,DFW,AA,7,8,0.0
IAH,ATL,DL,4,15,0.0
ORD,DFW,AA,3,13,0.0
PHX,DFW,AA,1,18,0.0
ORD,LAX,AA,4,10,0.0
SFO,DEN,UA,2,6,0.0
LAX,DEN,WN,5,15,0.0
DEN,ORD,F9,5,9,0.0
DFW,SFO,AA,4,9,0.0
BOS,ATL,DL,2,8,0.0
IAH,DFW,OO,7,7,0.0
BOS,SFO,UA,3,15,4.0
ATL,SFO,DL,3,10,0.0
DFW,IAH,UA,6,19,0.0
ORD,LAS,UA,4,8,0.0
DEN,SFO,UA,4,8,0.0
ORD,SFO,UA,5,20,4.0
PHX,IAH,US,4,16,0.0
LAS,SFO,WN,2,6,0.0
SFO,LAS,UA,3,13,0.0
ORD,LAX,UA,4,6,0.0
DEN,LAX,F9,2,9,0.0
LAX,ORD,AA,4,5,0.0
SFO,ORD,UA,5,6,0.0
DEN,LAX,WN,7,11,0.0
LAS,ORD,UA,7,6,0.0
SFO,DFW,UA,4,8,0.0
SFO,LAS,OO,4,14,0.0
LAX,ORD,UA,4,6,0.0
ORD,LAX,AA,3,13,0.0
LAS,ATL,DL,3,7,0.0
LAX,ORD,AA,2,5,0.0
LAS,ORD,AA,5,8,0.0
DEN,ORD,UA,3,17,0.0
LAS,DFW,AA,2,9,0.0
DEN,DFW,AA,7,9,0.0
LAX,SFO,UA,7,6,0.0
IAH,PHX,US,3,6,0.0
DFW,ORD,OO,3,14,0.0
DEN,LAX,WN,4,8,0.0
ORD,ATL,DL,5,19,4.0
DEN,IAH,UA,6,13,0.0
LAX,PHX,WN,4,16,0.0
DFW,ATL,DL,3,17,2.0
ORD,PHX,UA,3,20,0.0
DEN,LAS,WN,4,6,0.0
ATL,DFW,AA,3,13,0.0
DEN,SFO,UA,2,19,0.0
IAH,LAS,UA,6,14,0.0
LAX,ATL,DL,4,16,0.0
PHX,SFO,AA,2,17,0.0
LAX,ORD,UA,7,10,3.0
ATL,BOS,DL,3,17,0.0
SFO,PHX,WN,7,21,0.0
SFO,BOS,UA,7,14,0.0
DFW,SFO,AA,7,11,3.0
ORD,LAX,AA,2,16,0.0
PHX,IAH,UA,4,5,0.0
ORD,BOS,AA,3,11,0.0
LAS,LAX,OO,4,6,0.0
ORD,BOS,AA,7,10,0.0
IAH,DFW,AA,1,14,0.0
BOS,DFW,AA,2,17,3.0
LAX,SFO,UA,7,22,0.0
LAX,ORD,UA,5,23,0.0
DEN,SFO,UA,7,10,0.0
DEN,IAH,F9,2,19,0.0
PHX,IAH,UA,2,8,0.0
LAX,IAH,UA,7,14,0.0
LAS,LAX,AA,3,11,0.0
BOS,ATL,DL,3,12,0.0
LAX,ATL,DL,6,22,0.0
LAX,LAS,WN,1,21,0.0
ORD,LAX,AA,1,12,1.0
DFW,DEN,UA,5,6,0.0
LAS,LAX,WN,4,10,0.0
LAS,IAH,UA,7,13,0.0
LAX,IAH,UA,6,11,0.0
PHX,LAS,WN,5,15,0.0
BOS,SFO,UA,2,11,0.0
ORD,IAH,UA,5,12,0.0
LAS,DFW,AA,7,19,0.0
ATL,ORD,DL,3,8,0.0
SFO,LAX,AA,1,9,0.0
LAX,DEN,UA,7,19,0.0
IAH,ORD,UA,1,11,3.0
DFW,IAH,OO,6,12,0.0
LAS,IAH,UA,5,0,0.0
PHX,DFW,AA,7,8,0.0
